,file_name_data,vocal_label,gender_label,type_of_data_label,gender_label_transformed,vocal_label_mapped
853,e/m2_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
854,e/m4_scales_straight_e,e,m,scales,0.0,1
855,e/m5_scales_vibrato_e,e,m,scales,0.0,1
856,e/m3_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
857,e/m3_long_trill_e,e,m,long,0.0,1
858,e/f1_scales_vocal_fry_e,e,f,scales,1.0,1
859,e/f8_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
860,e/f8_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
861,e/f3_scales_c_slow_forte_e,e,f,scales,1.0,1
862,e/m4_scales_vocal_fry_e,e,m,scales,0.0,1
863,e/f9_scales_breathy_e,e,f,scales,1.0,1
864,e/m5_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
865,e/f2_long_trill_e,e,f,long,1.0,1
866,e/m4_scales_c_slow_forte_e,e,m,scales,0.0,1
867,e/m6_long_forte_e,e,m,long,0.0,1
868,e/f4_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
869,e/f7_long_inhaled_e,e,f,long,1.0,1
870,e/m9_arpeggios_straight_e,e,m,arpeggios,0.0,1
871,e/m7_scales_f_slow_piano_e,e,m,scales,0.0,1
872,e/f8_long_trill_e,e,f,long,1.0,1
873,e/m5_scales_lip_trill_e,e,m,scales,0.0,1
874,e/m9_scales_vocal_fry_e,e,m,scales,0.0,1
875,e/m3_arpeggios_breathy_e,e,m,arpeggios,0.0,1
876,e/m11_long_straight_e,e,m,long,0.0,1
877,e/m1_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
878,e/f6_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
879,e/f3_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
880,e/m8_scales_belt_e,e,m,scales,0.0,1
881,e/f7_scales_belt_e,e,f,scales,1.0,1
882,e/f6_scales_c_fast_piano_e,e,f,scales,1.0,1
883,e/f5_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
884,e/f6_scales_vocal_fry_e,e,f,scales,1.0,1
885,e/f1_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
886,e/m1_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
887,e/m6_scales_f_fast_forte_e,e,m,scales,0.0,1
888,e/m10_scales_breathy_e,e,m,scales,0.0,1
889,e/f9_scales_f_slow_piano_e,e,f,scales,1.0,1
890,e/f1_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
891,e/f9_long_inhaled_e,e,f,long,1.0,1
892,e/f1_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
893,e/f3_scales_vibrato_e,e,f,scales,1.0,1
894,e/m10_scales_c_slow_forte_e,e,m,scales,0.0,1
895,e/f1_scales_lip_trill_e,e,f,scales,1.0,1
896,e/m1_long_inhaled_e,e,m,long,0.0,1
897,e/m7_scales_vibrato_e,e,m,scales,0.0,1
898,e/f5_scales_f_fast_piano_e,e,f,scales,1.0,1
899,e/m7_scales_breathy_e,e,m,scales,0.0,1
900,e/m2_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
901,e/m11_long_forte_e,e,m,long,0.0,1
902,e/m4_scales_breathy_e,e,m,scales,0.0,1
903,e/f9_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
904,e/m6_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
905,e/f7_long_messa_e,e,f,long,1.0,1
906,e/m10_arpeggios_breathy_e,e,m,arpeggios,0.0,1
907,e/m9_scales_f_slow_forte_e,e,m,scales,0.0,1
908,e/m5_scales_f_fast_forte_e,e,m,scales,0.0,1
909,e/m10_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
910,e/f9_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
911,e/m4_long_inhaled_e,e,m,long,0.0,1
912,e/f7_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
913,e/f9_scales_f_slow_forte_e,e,f,scales,1.0,1
914,e/m5_scales_c_fast_piano_e,e,m,scales,0.0,1
915,e/m8_scales_lip_trill_e,e,m,scales,0.0,1
916,e/f2_scales_breathy_e,e,f,scales,1.0,1
917,e/f5_long_messa_e,e,f,long,1.0,1
918,e/f3_arpeggios_straight_e,e,f,arpeggios,1.0,1
919,e/m4_arpeggios_straight_e,e,m,arpeggios,0.0,1
920,e/m4_arpeggios_breathy_e,e,m,arpeggios,0.0,1
921,e/m2_scales_c_slow_forte_e,e,m,scales,0.0,1
922,e/m1_scales_c_fast_piano_e,e,m,scales,0.0,1
923,e/m1_long_trillo_e,e,m,long,0.0,1
924,e/f2_long_forte_e,e,f,long,1.0,1
925,e/m3_scales_c_slow_forte_e,e,m,scales,0.0,1
926,e/f6_long_trillo_e,e,f,long,1.0,1
927,e/m1_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
928,e/f7_arpeggios_belt_e,e,f,arpeggios,1.0,1
929,e/f4_scales_c_slow_forte_e,e,f,scales,1.0,1
930,e/f8_long_forte_e,e,f,long,1.0,1
931,e/f4_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
932,e/m6_scales_straight_e,e,m,scales,0.0,1
933,e/f2_scales_f_fast_piano_e,e,f,scales,1.0,1
934,e/m10_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
935,e/m4_scales_c_slow_piano_e,e,m,scales,0.0,1
936,e/f5_long_trillo_e,e,f,long,1.0,1
937,e/m1_scales_c_slow_piano_e,e,m,scales,0.0,1
938,e/f6_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
939,e/m11_scales_straight_e,e,m,scales,0.0,1
940,e/m7_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
941,e/m3_scales_f_slow_piano_e,e,m,scales,0.0,1
942,e/m5_scales_f_slow_piano_e,e,m,scales,0.0,1
943,e/f1_scales_c_slow_forte_e,e,f,scales,1.0,1
944,e/m2_long_trillo_e,e,m,long,0.0,1
945,e/f5_long_inhaled_e,e,f,long,1.0,1
946,e/m1_scales_c_slow_forte_e,e,m,scales,0.0,1
947,e/f3_scales_c_slow_piano_e,e,f,scales,1.0,1
948,e/m6_scales_belt_e,e,m,scales,0.0,1
949,e/m4_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
950,e/m1_long_forte_e,e,m,long,0.0,1
951,e/m1_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
952,e/f1_arpeggios_straight_e,e,f,arpeggios,1.0,1
953,e/f4_arpeggios_breathy_e,e,f,arpeggios,1.0,1
954,e/m10_long_straight_e,e,m,long,0.0,1
955,e/m11_scales_breathy_e,e,m,scales,0.0,1
956,e/f8_scales_f_slow_piano_e,e,f,scales,1.0,1
957,e/m3_scales_c_slow_piano_e,e,m,scales,0.0,1
958,e/f2_arepggios_f_fast_forte_e,e,f,arepggios,1.0,1
959,e/f9_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
960,e/f4_long_inhaled_e,e,f,long,1.0,1
961,e/m7_scales_vocal_fry_e,e,m,scales,0.0,1
962,e/m1_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
963,e/f1_long_pp_e,e,f,long,1.0,1
964,e/m7_long_forte_e,e,m,long,0.0,1
965,e/f4_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
966,e/m9_scales_f_slow_piano_e,e,m,scales,0.0,1
967,e/m11_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
968,e/m3_scales_f_fast_piano_e,e,m,scales,0.0,1
969,e/m9_long_inhaled_e,e,m,long,0.0,1
970,e/m7_scales_c_slow_piano_e,e,m,scales,0.0,1
971,e/f4_scales_belt_e,e,f,scales,1.0,1
972,e/m3_arpeggios_belt_e,e,m,arpeggios,0.0,1
973,e/m5_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
974,e/m11_scales_f_slow_forte_e,e,m,scales,0.0,1
975,e/f4_scales_vibrato_e,e,f,scales,1.0,1
976,e/f7_long_trill_e,e,f,long,1.0,1
977,e/m3_arpeggios_straight_e,e,m,arpeggios,0.0,1
978,e/m10_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
979,e/m10_scales_c_fast_forte_e,e,m,scales,0.0,1
980,e/m10_scales_f_fast_forte_e,e,m,scales,0.0,1
981,e/f8_arpeggios_straight_e,e,f,arpeggios,1.0,1
982,e/m4_scales_f_fast_forte_e,e,m,scales,0.0,1
983,e/m1_scales_belt_e,e,m,scales,0.0,1
984,e/m11_scales_c_slow_piano_e,e,m,scales,0.0,1
985,e/f4_scales_vocal_fry_e,e,f,scales,1.0,1
986,e/f7_long_straight_e,e,f,long,1.0,1
987,e/f2_arepggios_f_fast_piano_e,e,f,arepggios,1.0,1
988,e/f7_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
989,e/m1_scales_breathy_e,e,m,scales,0.0,1
990,e/f3_scales_f_fast_piano_e,e,f,scales,1.0,1
991,e/m2_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
992,e/m2_scales_f_fast_piano_e,e,m,scales,0.0,1
993,e/m7_long_pp_e,e,m,long,0.0,1
994,e/m3_scales_belt_e,e,m,scales,0.0,1
995,e/m6_scales_f_slow_piano_e,e,m,scales,0.0,1
996,e/m1_scales_vocal_fry_e,e,m,scales,0.0,1
997,e/m8_long_trillo_e,e,m,long,0.0,1
998,e/f6_scales_c_slow_piano_e,e,f,scales,1.0,1
999,e/m8_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1000,e/m10_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1001,e/f9_scales_c_fast_forte_e,e,f,scales,1.0,1
1002,e/f6_arpeggios_belt_2_e,e,f,arpeggios,1.0,1
1003,e/f1_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
1004,e/m10_arpeggios_belt_e,e,m,arpeggios,0.0,1
1005,e/m11_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1006,e/f4_long_pp_e,e,f,long,1.0,1
1007,e/f3_scales_f_fast_forte_e,e,f,scales,1.0,1
1008,e/m5_long_forte_e,e,m,long,0.0,1
1009,e/m6_long_pp_e,e,m,long,0.0,1
1010,e/m3_scales_vocal_fry_e,e,m,scales,0.0,1
1012,e/m11_scales_lip_trill_e,e,m,scales,0.0,1
1013,e/m1_scales_straight_e,e,m,scales,0.0,1
1014,e/m11_scales_f_fast_piano_e,e,m,scales,0.0,1
1015,e/f4_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1016,e/m8_scales_straight_e,e,m,scales,0.0,1
1017,e/f2_scales_c_fast_piano_e,e,f,scales,1.0,1
1018,e/m4_scales_vibrato_e,e,m,scales,0.0,1
1019,e/f7_scales_c_fast_piano_e,e,f,scales,1.0,1
1020,e/m4_long_forte_e,e,m,long,0.0,1
1021,e/f2_scales_c_fast_forte_e,e,f,scales,1.0,1
1022,e/m11_scales_belt_e,e,m,scales,0.0,1
1023,e/m4_long_trill_e,e,m,long,0.0,1
1024,e/f6_long_inhaled_e,e,f,long,1.0,1
1025,e/m2_scales_vocal_fry_e,e,m,scales,0.0,1
1026,e/f2_arpeggios_belt_e,e,f,arpeggios,1.0,1
1027,e/f4_long_forte_e,e,f,long,1.0,1
1028,e/f2_arpeggios_straight_e,e,f,arpeggios,1.0,1
1029,e/f6_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
1030,e/m1_arpeggios_belt_e,e,m,arpeggios,0.0,1
1031,e/f4_arpeggios_belt_e,e,f,arpeggios,1.0,1
1032,e/m5_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
1033,e/m9_scales_f_fast_forte_e,e,m,scales,0.0,1
1034,e/m2_long_straight_e,e,m,long,0.0,1
1035,e/f5_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
1036,e/m3_scales_f_fast_forte_e,e,m,scales,0.0,1
1037,e/m9_scales_straight_e,e,m,scales,0.0,1
1038,e/m1_scales_f_fast_piano_e,e,m,scales,0.0,1
1039,e/m2_scales_f_fast_forte_e,e,m,scales,0.0,1
1040,e/f9_arpeggios_belt_e,e,f,arpeggios,1.0,1
1041,e/m11_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1042,e/f8_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
1043,e/m7_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1044,e/f6_long_trill_e,e,f,long,1.0,1
1045,e/m9_long_forte_e,e,m,long,0.0,1
1046,e/f2_long_pp_e,e,f,long,1.0,1
1047,e/f4_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
1048,e/m9_scales_c_slow_piano_e,e,m,scales,0.0,1
1049,e/f8_scales_c_fast_forte_e,e,f,scales,1.0,1
1050,e/m11_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1051,e/f3_arpeggios_belt_e,e,f,arpeggios,1.0,1
1052,e/m9_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1053,e/m5_scales_f_fast_piano_e,e,m,scales,0.0,1
1054,e/m8_arpeggios_straight_e,e,m,arpeggios,0.0,1
1055,e/f2_long_straight_e,e,f,long,1.0,1
1056,e/m6_long_messa_e,e,m,long,0.0,1
1057,e/f9_scales_vibrato_e,e,f,scales,1.0,1
1058,e/m1_long_straight_e,e,m,long,0.0,1
1059,e/m6_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1060,e/m6_scales_c_slow_forte_e,e,m,scales,0.0,1
1061,e/f2_arepggios_c_fast_forte_e,e,f,arepggios,1.0,1
1062,e/f7_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1063,e/f5_scales_f_fast_forte_e,e,f,scales,1.0,1
1064,e/f5_scales_lip_trill_e,e,f,scales,1.0,1
1065,e/f8_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1066,e/f1_scales_breathy_e,e,f,scales,1.0,1
1067,e/m2_scales_vibrato_e,e,m,scales,0.0,1
1068,e/m8_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1069,e/m7_arpeggios_belt_e,e,m,arpeggios,0.0,1
1070,e/m10_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1071,e/f7_scales_f_slow_forte_e,e,f,scales,1.0,1
1072,e/f6_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
1073,e/f9_long_trill_e,e,f,long,1.0,1
1074,e/m4_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1075,e/f9_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
1076,e/m4_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
1077,e/m4_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1078,e/m11_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
1079,e/f5_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1080,e/m9_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1081,e/m2_scales_straight_e,e,m,scales,0.0,1
1082,e/f6_arpeggios_belt_1_e,e,f,arpeggios,1.0,1
1083,e/m6_long_inhaled_e,e,m,long,0.0,1
1084,e/f8_arpeggios_belt_e,e,f,arpeggios,1.0,1
1085,e/f5_long_forte_e,e,f,long,1.0,1
1086,e/f8_scales_f_fast_piano_e,e,f,scales,1.0,1
1087,e/m5_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1088,e/m4_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1089,e/m2_scales_c_slow_piano_e,e,m,scales,0.0,1
1090,e/f6_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
1091,e/m7_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1092,e/m4_scales_lip_trill_e,e,m,scales,0.0,1
1093,e/f6_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1094,e/f6_long_pp_e,e,f,long,1.0,1
1095,e/f8_long_messa_e,e,f,long,1.0,1
1096,e/m1_scales_lip_trill_e,e,m,scales,0.0,1
1097,e/f8_scales_f_fast_forte_e,e,f,scales,1.0,1
1098,e/m5_scales_c_fast_forte_e,e,m,scales,0.0,1
1099,e/f3_scales_c_fast_piano_e,e,f,scales,1.0,1
1100,e/f6_scales_lip_trill_e,e,f,scales,1.0,1
1101,e/m6_scales_lip_trill_e,e,m,scales,0.0,1
1102,e/m6_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1103,e/m5_scales_belt_e,e,m,scales,0.0,1
1104,e/f7_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1105,e/m3_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1106,e/f2_scales_belt_e,e,f,scales,1.0,1
1107,e/m3_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1108,e/m8_scales_c_sow_forte_e,e,m,scales,0.0,1
1109,e/m10_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1110,e/m5_scales_f_slow_forte_e,e,m,scales,0.0,1
1111,e/f1_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
1112,e/m3_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
1113,e/f5_scales_f_slow_forte_e,e,f,scales,1.0,1
1114,e/f3_scales_f_slow_piano_e,e,f,scales,1.0,1
1115,e/f7_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
1116,e/m11_long_trillo_e,e,m,long,0.0,1
1117,e/m6_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1118,e/f6_scales_c_fast_forte_e,e,f,scales,1.0,1
1119,e/m1_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1120,e/f5_arpeggios_straight_e,e,f,arpeggios,1.0,1
1121,e/m5_scales_vocal_fry_e,e,m,scales,0.0,1
1122,e/f2_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1123,e/m9_scales_lip_trill_e,e,m,scales,0.0,1
1124,e/m3_long_forte_e,e,m,long,0.0,1
1125,e/f1_scales_f_fast_piano_e,e,f,scales,1.0,1
1126,e/f8_scales_belt_e,e,f,scales,1.0,1
1127,e/f9_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1128,e/f8_scales_c_slow_forte_e,e,f,scales,1.0,1
1129,e/f6_long_straight_e,e,f,long,1.0,1
1130,e/f6_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1131,e/m4_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1132,e/f9_scales_belt_e,e,f,scales,1.0,1
1133,e/f3_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
1134,e/m3_scales_c_fast_forte_e,e,m,scales,0.0,1
1135,e/f1_scales_straight_e,e,f,scales,1.0,1
1136,e/m11_scales_c_fast_forte_e,e,m,scales,0.0,1
1137,e/m7_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
1138,e/m8_long_pp_e,e,m,long,0.0,1
1139,e/m6_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1140,e/m7_long_inhaled_e,e,m,long,0.0,1
1141,e/m6_scales_c_fast_piano_e,e,m,scales,0.0,1
1142,e/m8_scales_c_slow_piano_e,e,m,scales,0.0,1
1143,e/m7_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1144,e/m7_long_straight_e,e,m,long,0.0,1
1145,e/f9_scales_lip_trill_e,e,f,scales,1.0,1
1146,e/f1_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1147,e/m8_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
1148,e/f1_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1149,e/f7_scales_lip_trill_e,e,f,scales,1.0,1
1150,e/m5_scales_straight_e,e,m,scales,0.0,1
1151,e/f5_scales_belt_e,e,f,scales,1.0,1
1152,e/m2_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1153,e/f7_scales_vocal_fry_e,e,f,scales,1.0,1
1154,e/m6_scales_vibrato_e,e,m,scales,0.0,1
1155,e/f6_scales_belt_e,e,f,scales,1.0,1
1156,e/m2_long_forte_e,e,m,long,0.0,1
1157,e/f7_scales_f_fast_forte_e,e,f,scales,1.0,1
1158,e/f4_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
1159,e/f8_scales_c_slow_piano_e,e,f,scales,1.0,1
1160,e/f4_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1161,e/f1_long_straight_e,e,f,long,1.0,1
1162,e/f2_scales_c_slow_piano_e,e,f,scales,1.0,1
1163,e/f2_scales_straight_e,e,f,scales,1.0,1
1164,e/m11_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1165,e/f2_scales_lip_trill_e,e,f,scales,1.0,1
1166,e/m10_arpeggios_straight_e,e,m,arpeggios,0.0,1
1167,e/m9_scales_c_fast_forte_e,e,m,scales,0.0,1
1168,e/m6_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
1169,e/m7_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1170,e/f3_scales_breathy_e,e,f,scales,1.0,1
1171,e/m5_scales_c_slow_forte_e,e,m,scales,0.0,1
1172,e/m10_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
1173,e/m10_scales_c_slow_piano_e,e,m,scales,0.0,1
1174,e/f6_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1175,e/f8_long_pp_e,e,f,long,1.0,1
1176,e/f3_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
1177,e/f4_scales_c_fast_forte_e,e,f,scales,1.0,1
1178,e/m3_long_inhaled_e,e,m,long,0.0,1
1179,e/m3_scales_f_slow_forte_e,e,m,scales,0.0,1
1180,e/m4_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1181,e/m2_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1182,e/f9_scales_vocal_fry_e,e,f,scales,1.0,1
1183,e/f7_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1184,e/f8_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
1185,e/f6_arpeggios_straight_e,e,f,arpeggios,1.0,1
1186,e/m1_long_pp_e,e,m,long,0.0,1
1187,e/m1_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1188,e/f7_scales_f_fast_piano_e,e,f,scales,1.0,1
1189,e/m3_long_pp_e,e,m,long,0.0,1
1190,e/m2_scales_lip_trill_e,e,m,scales,0.0,1
1191,e/f5_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1192,e/f4_long_messa_e,e,f,long,1.0,1
1193,e/m10_scales_f_slow_piano_e,e,m,scales,0.0,1
1194,e/f8_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
1195,e/m4_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1196,e/f7_long_forte_e,e,f,long,1.0,1
1197,e/f8_scales_breathy_e,e,f,scales,1.0,1
1198,e/f4_scales_c_fast_piano_e,e,f,scales,1.0,1
1199,e/m7_scales_f_slow_forte_e,e,m,scales,0.0,1
1200,e/f7_scales_c_slow_piano_e,e,f,scales,1.0,1
1201,e/m6_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
1202,e/m5_scales_c_slow_piano_e,e,m,scales,0.0,1
1203,e/m11_scales_f_fast_forte_e,e,m,scales,0.0,1
1204,e/m5_arpeggios_straight_e,e,m,arpeggios,0.0,1
1205,e/m8_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
1206,e/m8_arpeggios_breathy_e,e,m,arpeggios,0.0,1
1207,e/f6_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
1208,e/m9_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1209,e/f3_scales_f_slow_forte_e,e,f,scales,1.0,1
1210,e/m6_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
1211,e/m2_scales_belt_e,e,m,scales,0.0,1
1212,e/m1_long_messa_e,e,m,long,0.0,1
1213,e/m9_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1214,e/f7_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
1215,e/m11_arpeggios_belt_e,e,m,arpeggios,0.0,1
1216,e/f9_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
1217,e/f7_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
1218,e/m10_long_trillo_e,e,m,long,0.0,1
1219,e/f3_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
1220,e/f7_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
1221,e/m8_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1222,e/m1_scales_f_fast_forte_e,e,m,scales,0.0,1
1223,e/f3_scales_c_fast_forte_e,e,f,scales,1.0,1
1224,e/f3_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1225,e/m2_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
1226,e/f1_scales_belt_e,e,f,scales,1.0,1
1227,e/m10_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
1228,e/m11_scales_vocal_fry_e,e,m,scales,0.0,1
1229,e/m8_long_inhaled_e,e,m,long,0.0,1
1230,e/f4_scales_lip_trill_e,e,f,scales,1.0,1
1231,e/m4_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1232,e/m3_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
1233,e/f6_scales_f_slow_forte_e,e,f,scales,1.0,1
1234,e/f6_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
1235,e/f2_scales_vibrato_e,e,f,scales,1.0,1
1236,e/m11_scales_f_slow_piano_e,e,m,scales,0.0,1
1237,e/f8_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
1238,e/f2_scales_f_slow_forte_e,e,f,scales,1.0,1
1239,e/m3_scales_vibrato_e,e,m,scales,0.0,1
1240,e/f5_scales_c_fast_piano_e,e,f,scales,1.0,1
1241,e/f2_arpeggios_breathy_e,e,f,arpeggios,1.0,1
1242,e/m1_arpeggios_straight_e,e,m,arpeggios,0.0,1
1243,e/f5_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1244,e/m11_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
1245,e/f1_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
1246,e/m2_long_messa_e,e,m,long,0.0,1
1247,e/m4_scales_belt_e,e,m,scales,0.0,1
1248,e/m11_long_pp_e,e,m,long,0.0,1
1249,e/f9_arpeggios_c_slow_piano_e,e,f,arpeggios,1.0,1
1250,e/f7_scales_straight_e,e,f,scales,1.0,1
1251,e/m10_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1252,e/f3_arpeggios_c_fast_piano_e,e,f,arpeggios,1.0,1
1253,e/m3_scales_c_fast_piano_e,e,m,scales,0.0,1
1254,e/m4_scales_f_slow_forte_e,e,m,scales,0.0,1
1255,e/m8_scales_f_fast_forte_e,e,m,scales,0.0,1
1256,e/f4_scales_c_slow_piano_e,e,f,scales,1.0,1
1257,e/f5_scales_c_slow_forte_e,e,f,scales,1.0,1
1258,e/f1_scales_f_fast_forte_e,e,f,scales,1.0,1
1259,e/m2_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
1260,e/m7_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
1261,e/m5_long_trill_e,e,m,long,0.0,1
1262,e/m8_scales_c_fast_forte_e,e,m,scales,0.0,1
1263,e/m5_arpeggios_lip_trill_e,e,m,arpeggios,0.0,1
1264,e/f5_scales_breathy_e,e,f,scales,1.0,1
1265,e/m8_long_trill_e,e,m,long,0.0,1
